engine,max_power,mileage,year,selling_price
2494,100.6,12.99,2016,950000
2494,100.6,12.99,2013,750000
1197,85.8,19.1,2014,450000
799,53.3,25.17,2016,315000
1396,90.0,23.0,2010,350000
2967,241.4,12.07,2009,810000
1995,190.0,16.78,2019,5400000
1462,103.25,20.65,2018,850000
998,67.0,21.63,2018,459999
796,47.3,22.74,2016,260000
1197,81.86,18.9,2017,525000
1248,73.9,19.3,2012,270000
1399,68.0,20.0,2011,180000
796,37.0,16.1,2008,65000
1248,76.9,22.1,2013,200000
1197,78.9,20.36,2009,150000
796,35.0,14.0,2017,280000
1461,65.0,21.03,2012,140000
1248,74.0,23.4,2013,550000
814,55.2,21.1,2017,300000
2494,102.0,12.8,2011,735000
1248,88.8,21.02,2013,250000
1298,85.0,15.9,2007,55000
1197,81.83,18.6,2018,700000
1396,88.73,22.54,2016,575000
1248,74.0,26.59,2013,470000
995,62.1,16.2,2012,170000
1086,62.1,17.92,2012,300000
1199,79.4,18.6,2012,141000
998,68.05,20.3,2014,220000
1197,85.8,19.1,2018,611000
1248,74.0,28.4,2018,700000
1248,88.5,24.52,2019,925000
1248,88.76,21.02,2013,260000
1198,73.9,16.47,2012,290000
2494,100.6,12.99,2013,750000
1248,88.5,24.3,2018,875000
2179,147.94,14.1,2015,503000
936,56.3,25.44,2015,240000
1248,74.0,25.2,2015,525000
1248,74.0,22.9,2014,390000
2143,170.0,14.84,2008,725000
2494,100.6,12.99,2015,1400000
2609,120.0,10.5,2008,450000
1498,104.5,14.99,2018,900000
2179,140.0,15.1,2012,680000
1248,74.0,22.9,2013,360000
1248,74.0,25.2,2015,500000
2179,138.1,13.93,2010,235000
1197,78.9,20.36,2010,260000
796,46.3,19.7,2008,150000
998,67.04,23.1,2014,325000
1248,74.0,26.59,2015,525000
796,46.3,19.7,2005,110000
796,46.3,19.7,2009,150000
1248,74.0,22.9,2012,370000
1248,75.0,17.8,2010,400000
998,67.04,20.51,2014,330000
1186,73.97,24.0,2017,450000
1794,138.1,14.53,2012,550000
2143,170.0,14.84,2013,1425000
2494,100.6,12.99,2013,750000
1364,67.04,23.59,2017,650000
1197,81.86,18.6,2019,700000
995,63.0,16.0,2008,75527
1199,79.4,18.6,2010,120000
1598,103.6,19.7,2012,400000
1120,71.0,24.4,2015,425000
1248,92.3124958934112,19.3737698630137,2008,160000
1198,108.5,17.0,2018,650000
1591,121.3,17.0,2017,866000
1399,68.0,20.0,2011,210000
1582,126.2,22.0,2018,1150000
1197,83.14,20.85,2016,488000
1495,94.0,13.2,2002,55000
2494,100.6,12.99,2014,950000
1248,88.8,21.5,2012,300000
2498,112.0,14.0,2010,229999
1199,84.0,20.3,2017,550000
1396,88.7,22.1,2019,990000
998,67.04,20.51,2018,380000
1248,74.0,23.4,2013,550000
2494,102.0,12.8,2012,800000
998,67.04,20.51,2016,380000
1248,0.0,19.3737698630137,2011,204999
1493,100.0,18.49,2015,700000
1248,88.5,24.3,2016,919999
1197,81.86,18.9,2017,570000
1248,74.0,23.4,2014,470000
1248,88.76,20.77,2013,550000
1493,100.0,18.49,2016,509999
2179,147.94,14.1,2015,503000
1399,67.0,17.8,2012,330000
1248,92.3124958934112,19.3737698630137,2007,250000
1995,190.0,16.78,2019,5400000
2179,120.0,10.5,2003,200000
796,46.3,19.7,2010,180000
1399,68.0,17.8,2011,300000
1969,190.0,18.0,2019,3800000
1396,88.73,21.19,2015,600000
624,38.0,25.4,2012,60000
1248,88.5,24.52,2016,711000
998,67.04,23.1,2016,395000
796,47.3,22.74,2014,180000
1086,63.0,17.8,2007,95000
1248,88.76,20.77,2012,520000
1995,190.0,22.69,2017,3200000
999,75.0,18.78,2019,570000
2987,165.0,0.0,2011,1700000
1193,64.1,15.64,2013,210000
1186,73.97,24.0,2017,455000
1582,126.3,22.32,2013,509999
1248,74.02,28.4,2017,605000
2179,155.0,15.1,2019,1700000
2523,63.0,15.96,2013,499000
1995,190.0,16.78,2019,5400000
1248,88.5,23.65,2016,825000
799,53.3,25.17,2017,290000
1396,85.0,12.8,2011,150000
1368,160.0,16.0,2019,1450000
1248,74.0,25.2,2015,470000
1248,88.5,24.3,2016,700000
796,46.3,19.7,2012,145000
1341,83.0,15.3,2006,90000
1199,88.7,18.7,2018,680000
1461,108.45,19.01,2013,345000
1197,78.9,20.36,2009,199000
1248,74.0,26.59,2015,600000
2179,152.87,15.1,2018,1500000
1197,78.9,20.36,2009,142000
993,60.0,17.3,2005,92000
624,37.5,25.4,2015,110000
1248,75.0,20.3,2013,250000
1498,98.59,22.77,2018,950000
1248,92.3124958934112,19.3737698630137,2003,50000
1999,148.31,12.83,2019,4500000
998,67.05,23.95,2017,350000
1197,81.8,20.89,2018,480000
1497,116.3,16.8,2012,560000
1248,92.3124958934112,19.3737698630137,1997,160000
624,37.48,21.9,2015,250000
2179,140.0,15.1,2013,550000
1396,90.0,23.0,2009,310000
999,67.0,23.01,2019,300000
2179,115.0,0.0,2013,1650000
2487,214.56,22.37,2019,5150000
1197,81.8,22.0,2018,600000
1968,148.0,16.25,2018,3251000
2494,100.6,12.99,2014,969999
2523,62.1,15.96,2013,467000
2477,178.0,13.5,2015,1250000
1248,88.5,24.52,2016,850000
2494,100.6,12.99,2013,750000
1591,121.3,17.01,2017,1000000
1999,177.0,19.33,2017,3200000
1461,108.5,19.01,2014,475000
1497,118.0,17.0,2009,290000
2498,105.0,16.55,2014,550000
1364,86.79,21.43,2017,1594000
814,55.2,21.1,2012,140000
1197,81.83,18.6,2014,590000
1591,121.3,17.0,2019,990000
2494,100.6,11.4,2005,300000
1197,81.8,20.4,2014,375000
1061,64.0,18.2,2008,120000
998,67.1,18.9,2008,135000
799,53.3,25.17,2016,250000
1582,126.2,19.67,2017,1200000
1396,70.0,15.3,2008,65000
1248,74.0,22.9,2013,350000
1199,88.76,19.0,2019,779000
1396,69.0,19.09,2012,168000
1396,88.7,21.38,2017,957000
998,67.05,21.79,2013,225000
796,37.0,16.1,1996,42000
1597,92.0,14.2,2003,150000
998,67.1,18.9,2005,130000
998,67.04,20.51,2016,350000
1248,92.3124958934112,19.3737698630137,2012,390000
1248,88.5,24.3,2018,835000
796,46.3,19.7,2010,135000
2523,62.1,15.96,2014,550000
999,72.0,20.0,2019,675000
998,67.1,19.0,2014,190000
1248,74.02,28.4,2017,620000
1248,92.3124958934112,19.3737698630137,2003,55000
1399,68.0,20.0,2012,220000
1199,84.0,20.3,2018,550000
1199,74.0,16.2,2016,375000
1248,74.0,25.2,2017,455000
1197,80.0,18.5,2012,265000
1248,74.0,27.39,2017,625000
1197,85.8,18.5,2011,229999
1248,74.0,26.59,2017,570000
1248,74.0,23.4,2014,420000
1197,81.86,17.19,2017,600000
1197,81.83,18.6,2014,484999
2179,120.0,15.4,2015,1050000
1599,103.2,16.2,2011,380000
1197,83.1,21.4,2016,650000
799,53.64,22.7,2018,280000
1199,73.9,22.07,2013,365000
2143,134.1,19.7,2015,2051000
1198,108.5,17.0,2018,750000
1248,74.0,25.2,2017,660000
1248,74.0,22.3,2014,225000
1197,85.8,17.5,2010,210000
1498,103.2,21.21,2014,411000
2609,120.0,10.5,2008,250000
998,67.1,18.9,2005,150000
1248,92.3124958934112,19.3737698630137,2006,105000
1598,103.5,14.3,2016,645000
1997,120.0,15.4,2016,1000000
796,47.3,22.74,2013,210000
1498,98.63,24.7,2015,425000
799,53.3,25.17,2018,340000
1197,103.6,17.21,2014,550000
1197,85.8,19.1,2014,487000
796,47.3,22.74,2015,245000
2494,102.0,12.8,2011,550000
1582,126.32,22.32,2012,549000
1991,147.9,18.3,2011,360000
995,62.0,18.0,2010,130000
1368,88.7,14.6,2009,150000
998,67.04,20.51,2017,420000
1248,74.0,22.9,2011,300000
1197,81.86,17.19,2017,550000
1582,126.2,19.67,2015,750000
1498,108.6,22.27,2017,900000
796,46.3,19.7,2011,175000
1196,73.0,15.37,2019,420000
1120,70.0,24.0,2015,370000
1248,88.8,21.5,2012,350000
814,55.2,21.1,2014,220000
1498,98.6,24.2,2014,600000
2982,168.5,12.55,2015,2000000
1248,92.3124958934112,19.3737698630137,2004,60000
1248,92.3124958934112,19.3737698630137,2009,210000
796,46.3,19.7,2009,135000
1582,126.2,19.67,2015,750000
814,55.2,21.1,2012,190000
1968,174.33,15.73,2017,2825000
2982,170.3,11.0,2014,3500000
1248,75.0,18.4,2010,250000
2179,120.0,12.05,2012,550000
2694,163.7,10.75,2016,2100000
2179,120.0,12.05,2012,470000
1198,82.0,18.15,2016,400000
1186,73.97,25.4,2017,550000
998,66.1,19.0,2012,275000
1498,98.6,26.0,2015,600000
1461,108.45,19.01,2013,695000
1489,35.5,12.8,2000,75000
998,67.04,20.51,2016,340000
1248,92.3124958934112,19.3737698630137,2005,130000
796,37.0,16.1,2008,65000
1198,108.5,17.0,2018,790000
999,67.0,22.5,2018,300000
1399,68.1,20.0,2013,229999
1198,86.8,19.4,2014,290000
1248,92.3124958934112,19.3737698630137,2008,130000
1497,117.6,17.4,2017,850000
1956,170.0,17.1,2017,1550000
1248,73.9,19.3,2010,320000
814,55.2,21.1,2012,195000
1197,78.9,20.36,2011,200000
1086,62.0,0.0,2011,150000
1186,73.97,24.0,2018,550000
796,47.3,22.74,2013,200000
999,75.0,18.78,2018,560000
2523,62.1,15.96,2014,500000
1061,67.0,18.9,2010,194000
1598,102.5,12.9,2009,250000
1197,82.0,19.1,2016,386000
1248,92.3124958934112,19.3737698630137,2001,60000
1399,68.0,20.0,2010,170000
1598,103.6,14.4,2011,250000
998,67.1,23.95,2017,382000
995,62.1,16.2,2016,160000
1199,73.9,22.07,2010,250000
1497,118.0,17.0,2011,450000
1248,74.02,28.4,2018,680000
1461,65.0,19.2,2007,180000
1997,120.0,15.4,2015,1000000
1248,74.0,22.9,2012,320000
814,55.2,21.1,2014,170000
1197,81.83,18.6,2016,550000
1197,81.86,20.14,2018,640000
2393,147.8,13.68,2016,1700000
1248,90.0,18.8,2009,250000
998,67.1,18.9,2003,50000
1248,92.3124958934112,19.3737698630137,2003,50000
1493,70.0,16.5,2016,700000
2523,75.0,15.4,2015,720000
1248,74.0,26.59,2016,600000
2179,120.0,12.05,2013,600000
2609,120.0,10.5,2007,200000
1396,69.0,25.0,2013,310000
1461,108.45,19.01,2014,650000
1186,73.97,25.4,2018,530000
1197,81.83,18.6,2015,630000
1969,190.0,18.0,2018,3400000
1498,97.9,25.6,2017,975000
1199,88.76,19.0,2019,779000
2179,140.0,16.0,2016,1000000
1248,73.9,19.3,2011,300000
814,55.2,21.1,2016,300000
1582,126.2,17.6,2015,910000
1248,74.0,23.4,2014,450000
1248,74.0,27.39,2017,600000
1248,76.9,22.1,2013,295000
3198,197.0,10.91,2018,3250000
1248,74.02,28.4,2018,650000
1248,76.9,22.1,2013,355000
998,67.04,20.51,2017,475000
1461,108.45,20.37,2018,1265000
796,47.3,22.74,2014,250000
1582,126.32,22.32,2012,420000
1298,88.2,16.1,2006,120000
1248,88.76,20.77,2015,650000
1248,88.5,28.09,2016,795000
1120,70.0,24.0,2014,425000
796,46.3,19.7,2005,90000
1086,68.0,20.3,2019,499000
1997,120.0,15.4,2014,900000
2179,120.0,11.79,2010,600000
998,67.04,23.1,2015,350000
1248,91.2,20.4,2010,200000
1497,117.3,17.8,2016,925000
1798,138.03,14.28,2018,1400000
2494,102.0,12.8,2008,325000
1248,73.74,18.2,2016,535000
2179,152.87,15.1,2018,1051000
814,55.2,21.1,2014,240000
1199,84.48,23.84,2018,450000
1461,78.0,21.8,2012,570000
1193,88.7,17.57,2015,340000
1298,85.8,17.5,2011,335000
1498,98.59,22.77,2015,600000
1969,190.0,18.0,2019,3800000
1498,89.75,25.01,2015,501000
998,67.05,23.95,2016,320000
814,55.2,21.1,2016,335000
2498,112.0,14.0,2009,161000
1120,71.01,24.4,2015,509999
1197,82.0,18.9,2016,470000
995,62.1,16.2,2012,80000
1493,100.0,18.49,2018,819999
1991,112.0,12.6,2006,282000
1493,100.0,18.49,2016,700000
2179,140.0,16.0,2016,925000
1461,84.8,21.64,2012,295000
799,53.3,25.17,2019,290000
1498,98.6,25.8,2015,430000
796,37.0,16.1,2007,75000
1396,88.73,22.54,2016,575000
998,67.04,21.63,2020,475000
2523,75.0,14.0,2014,550000
2523,75.0,15.4,2016,670000
1582,126.2,22.0,2017,860000
2494,100.0,12.99,2013,850000
1968,174.33,15.73,2018,2800000
2494,102.0,12.8,2010,786000
1197,81.8,22.0,2019,650000
796,46.3,19.7,2006,85000
1248,74.0,23.4,2013,550000
2494,100.6,12.99,2013,750000
1498,97.9,25.6,2017,1250000
1396,88.73,21.19,2016,660000
1498,98.96,23.0,2018,900000
796,47.3,22.74,2016,280000
1373,93.7,16.02,2015,599000
998,67.05,21.79,2016,355000
2494,157.7,19.16,2016,2000000
1298,85.8,17.5,2012,300000
1197,110.0,17.0,2019,1090000
1497,117.3,17.4,2015,630000
1196,73.0,15.37,2010,150000
1199,88.7,18.2,2016,550000
1497,108.5,21.5,2018,790000
1582,126.2,19.67,2015,1000000
1598,103.2,15.04,2014,390000
1197,81.8,20.89,2019,570000
1999,177.0,13.6,2017,2711000
1197,81.86,17.19,2015,590000
1396,105.5,17.43,2016,650000
1599,94.0,14.4,2003,80000
1194,94.93,20.4,2018,620000
1197,78.9,20.36,2013,295000
1999,177.0,19.33,2017,3200000
1197,81.86,17.4,2018,700000
2179,138.1,11.57,2008,150000
2179,120.0,12.05,2012,525000
1086,62.1,17.92,2014,238000
1197,81.8,22.0,2019,650000
1199,79.4,18.6,2012,180000
1061,67.0,18.9,2009,175000
2494,102.0,12.8,2012,850000
1248,74.0,26.59,2017,650000
1248,74.0,27.39,2017,735000
796,46.3,19.7,2007,110000
1248,88.76,21.02,2013,316000
1968,174.33,15.73,2016,2375000
1499,110.4,16.05,2015,680000
1582,126.32,22.32,2011,450000
796,46.3,19.7,2009,125000
1248,88.76,20.77,2013,599000
1197,81.86,18.9,2018,500000
1248,74.02,28.4,2019,770000
1598,103.6,20.54,2012,335000
1197,83.1,21.4,2017,580000
999,123.37,18.88,2013,429000
796,35.0,19.7,2008,100000
1197,82.0,18.9,2014,455999
1199,84.0,20.3,2018,535000
1498,98.96,21.7,2013,475000
1405,69.01,19.09,2014,185000
1995,187.74,22.48,2018,3790000
1199,88.76,19.0,2019,779000
2179,120.0,15.4,2017,950000
1984,150.0,16.8,2018,2475000
998,67.04,20.51,2016,385000
1496,88.73,16.78,2017,625000
1197,83.14,20.85,2016,620000
1193,64.1,15.64,2010,290000
1498,89.84,22.7,2017,875000
1582,126.2,23.9,2015,575000
1197,85.8,19.1,2014,480000
1198,82.0,18.15,2017,325000
1461,84.8,21.64,2012,220000
1599,103.2,13.9,2008,114999
2354,158.8,11.1,2008,400000
1248,74.0,27.39,2018,740000
1197,82.0,19.1,2014,355000
2967,241.4,12.07,2014,3000000
998,67.04,20.51,2013,250000
1405,71.0,17.0,2011,152000
1405,70.0,17.0,2008,120000
1193,88.7,17.57,2016,350000
1198,77.0,25.32,2017,400000
2956,83.83,15.3,2015,434999
1995,190.0,16.78,2019,5500000
1461,84.8,22.71,2018,670000
814,55.2,21.1,2012,190000
1956,170.0,17.1,2017,1550000
1995,190.0,16.78,2019,5400000
1197,83.1,21.4,2015,585000
2523,62.1,15.96,2017,700000
1197,81.8,22.0,2019,650000
1198,67.06,20.63,2017,385000
1086,68.0,20.3,2019,399000
1399,68.0,13.8,2009,140000
1197,81.8,22.0,2018,550000
1586,104.68,15.0,2009,250000
624,37.48,25.4,2010,65000
2523,63.0,13.6,2009,270000
799,53.3,25.17,2019,325000
814,55.2,21.1,2014,225000
2179,138.03,13.49,2014,440000
2179,138.1,11.57,2012,200000
796,47.3,22.74,2013,190000
1999,177.0,19.33,2017,3200000
1493,100.0,18.49,2015,730000
1497,116.3,16.8,2013,480000
1498,99.0,25.83,2017,700000
2179,140.0,15.1,2014,750000
1991,183.0,15.04,2018,2550000
2179,120.0,12.05,2011,430000
2499,80.0,14.8,2006,225000
1493,100.0,18.49,2017,700000
1197,85.8,18.6,2012,280000
1248,73.8,18.2,2014,350000
2982,168.5,13.0,2014,1380000
2354,177.6,12.8,2010,300000
2755,174.5,15.04,2018,3200000
1461,83.8,19.87,2014,425000
1396,88.73,22.54,2017,670000
1199,84.0,20.3,2018,400000
1461,83.8,20.45,2015,580000
1997,140.0,16.0,2016,890000
2499,72.4,13.58,2013,600000
2499,72.4,13.58,2015,434000
1197,81.8,21.01,2017,570000
3604,280.0,9.5,2017,4100000
1197,83.14,20.85,2016,500000
1493,82.0,13.1,2006,120000
796,34.2,16.8,2014,155000
1405,70.0,19.4,2013,170000
1248,92.3124958934112,19.3737698630137,2010,300000
1405,62.0,16.8,2007,80000
1198,82.0,18.15,2016,450000
1248,74.0,22.9,2011,375000
1498,98.6,25.8,2016,500000
1461,108.5,19.01,2016,800000
1499,98.97,23.8,2018,795000
1248,90.0,18.8,2011,190000
1997,120.0,15.4,2008,450000
796,47.3,22.74,2014,235000
1197,83.1,21.4,2016,562000
936,56.3,25.44,2016,215000
1498,97.9,25.6,2018,1031000
1498,98.6,21.9,2016,900000
1197,81.8,20.89,2019,500000
1396,69.01,25.0,2014,215000
1198,86.8,19.4,2014,335000
2494,102.0,12.8,2005,245000
796,46.3,19.7,2009,155000
1248,74.0,26.59,2016,550000
999,67.0,22.0,2017,375000
796,37.0,16.1,1999,55000
1047,69.0,24.7,2017,420000
1248,92.3124958934112,19.3737698630137,2012,200000
1086,68.0,20.3,2019,458000
1186,73.97,24.0,2017,450000
1399,68.0,20.0,2011,135000
2523,63.0,15.96,2017,580000
2523,63.0,13.6,2011,445000
1995,190.0,16.78,2019,5400000
2523,62.1,15.96,2013,500000
1197,81.83,18.6,2015,480000
1248,74.02,28.4,2019,900000
1498,88.0,20.14,2018,650000
998,67.0,20.51,2018,420000
1199,79.4,18.6,2010,140000
998,67.1,18.9,2006,75000
1462,103.25,21.56,2018,650000
1197,82.0,18.9,2014,400000
1199,83.81,20.3,2019,530000
1197,81.86,17.19,2015,525000
1405,71.0,17.0,2009,170000
1197,81.8,20.89,2019,570000
799,53.3,25.17,2016,250000
1047,69.0,24.7,2019,900000
2499,143.0,10.9,2009,480000
1061,64.0,17.3,2007,100000
1399,67.0,17.8,2008,190000
1197,78.9,20.36,2010,210000
1405,70.0,17.0,2008,85000
1405,70.0,17.0,2009,85000
1396,52.8,17.88,2008,60000
1196,86.8,18.16,2017,650000
1086,68.05,19.81,2008,130000
1497,117.3,17.4,2014,650000
1598,103.5,20.5,2012,295000
796,47.3,22.74,2013,200000
1199,82.4,18.2,2015,350000
2179,138.1,14.0,2014,500000
1248,73.94,23.2,2014,325000
1248,88.5,26.21,2015,600000
1248,74.0,22.9,2011,400000
1396,88.73,22.54,2014,440000
1396,88.73,22.54,2018,850000
1498,98.6,27.3,2016,500000
1405,62.0,16.8,2006,110000
2499,80.0,14.8,2010,280000
995,63.0,16.5,2009,60000
1498,98.6,26.0,2014,550000
1199,88.7,18.2,2016,550000
1582,126.2,19.67,2015,965000
1197,82.0,18.9,2017,450000
1498,98.6,25.5,2017,885000
799,53.64,22.7,2017,290000
1248,88.5,25.47,2018,950000
1248,92.3124958934112,19.3737698630137,2009,220000
2523,75.0,15.4,2017,850000
799,53.3,25.17,2016,290000
1197,85.8,18.5,2011,190000
1461,108.45,19.01,2014,400000
1248,88.8,21.5,2011,250000
993,60.0,17.3,2006,120000
1197,82.0,18.9,2016,412000
1197,88.5,23.26,2020,700000
1399,92.7,14.49,2011,130000
1493,100.0,18.49,2017,735000
1461,83.8,21.04,2016,620000
993,60.0,17.3,2005,60000
1197,103.6,17.2,2016,675000
1248,92.3124958934112,19.3737698630137,2012,450000
1498,98.6,25.8,2013,310000
1461,83.8,20.45,2016,750000
1061,67.0,18.9,2009,150000
2755,171.5,11.36,2017,1390000
999,71.0,20.0,2019,786000
1498,98.63,27.4,2018,700000
1405,69.01,19.09,2016,370000
998,67.1,20.92,2013,250000
1248,73.9,19.3,2011,270000
1995,187.74,19.59,2017,2950000
1248,74.0,25.2,2016,600000
1598,103.6,20.54,2012,361000
1248,73.94,23.2,2012,270000
1493,100.0,18.49,2016,750000
1995,190.0,16.78,2019,5500000
1498,97.9,25.6,2017,925000
2179,140.0,15.1,2012,700000
1498,108.62,21.66,2020,800000
998,67.0,21.63,2017,395000
2523,62.1,15.96,2012,550000
1196,86.8,18.16,2018,550000
1498,97.7,16.95,2012,320000
1197,85.8,18.6,2012,345000
1248,88.8,21.02,2013,250000
1248,74.0,25.2,2014,400000
1796,186.0,11.74,2007,400000
2523,63.0,15.96,2016,550000
1396,88.73,21.19,2015,600000
1199,88.76,19.0,2019,779000
2179,120.0,12.05,2011,404000
1396,88.73,21.19,2015,580000
1399,68.0,17.8,2010,250000
1248,88.5,24.3,2018,800000
2494,100.6,12.99,2016,1200000
1248,74.0,25.2,2017,580000
1197,81.8,20.52,2019,490000
1999,177.0,13.6,2017,2711000
1968,138.1,19.33,2013,950000
909,45.0,23.5,2018,400000
1248,74.0,22.9,2012,380000
1248,92.0,20.3,2012,285000
1199,84.0,23.84,2017,400000
1198,77.0,25.32,2017,690000
1582,126.32,22.32,2013,459999
796,46.3,19.7,2008,114999
1461,108.5,19.87,2017,750000
2494,157.7,19.16,2016,2000000
1498,98.6,26.0,2016,802999
1248,74.0,28.4,2013,450000
1493,100.0,18.49,2016,650000
1396,69.0,23.03,2011,215000
1248,74.0,26.59,2015,630000
1248,88.5,28.09,2017,750000
2523,63.0,15.96,2017,700000
998,67.05,21.79,2016,400000
1197,81.83,18.6,2015,450000
2494,157.7,19.16,2016,2000000
2179,153.86,17.6,2017,1200000
1498,97.7,16.95,2011,280000
799,53.3,25.17,2017,340000
1396,88.73,22.54,2012,415000
1248,73.9,21.1,2011,270000
1969,190.0,18.0,2019,3800000
1197,82.0,18.9,2017,459999
1248,74.0,28.4,2018,670000
2179,120.0,12.05,2012,532000
1497,117.3,17.8,2016,675000
799,53.3,25.17,2016,300000
2523,62.1,15.96,2013,440000
1197,82.0,19.1,2017,520000
1248,88.76,20.77,2013,625000
1197,82.0,19.1,2015,450000
998,67.04,20.51,2017,440000
799,53.3,25.17,2015,290000
796,47.3,22.74,2015,280000
2498,112.0,14.0,2011,150000
1061,67.0,18.9,2007,125000
1582,126.2,17.01,2020,1950000
1582,126.2,19.67,2016,1050000
1399,67.0,19.68,2014,350000
1248,74.0,22.95,2017,600000
1368,90.0,15.0,2009,150000
1086,62.1,0.0,2013,184000
1497,108.5,21.5,2018,749000
1248,74.0,23.4,2013,530000
1198,67.0,20.63,2015,350000
1582,126.2,19.67,2016,1100000
998,67.0,20.51,2017,430000
1598,103.5,20.5,2013,455000
1194,94.68,19.0,2019,720000
2953,153.86,11.4,2012,500000
1498,98.6,26.0,2014,640000
1198,67.0,19.44,2015,229999
796,47.3,24.7,2017,310000
998,67.0,20.51,2018,445000
1968,188.0,17.01,2018,3975000
2179,120.0,12.05,2013,500000
1248,74.0,22.9,2013,409999
1968,138.1,19.33,2012,420000
1497,117.6,17.4,2018,949000
1198,67.0,19.83,2018,400000
1248,88.5,24.3,2017,650000
999,67.0,22.5,2017,220000
1197,103.25,0.0,2014,575000
796,37.0,16.1,2005,45000
2523,63.0,13.6,2010,320000
1396,88.7,21.38,2018,1050000
1461,108.45,19.64,2013,520000
1396,90.0,23.0,2009,340000
1498,98.96,23.0,2017,880000
1498,98.6,25.5,2017,675000
1498,98.6,21.9,2016,950000
1248,73.9,19.3,2011,430000
1086,68.0,20.3,2019,420000
799,53.3,25.17,2016,330000
2523,62.1,15.96,2012,325000
1396,88.7,24.8,2012,400000
1197,81.8,21.21,2019,650000
1497,78.0,17.7,2006,158000
2987,224.0,12.0,2016,4090000
1248,74.0,26.59,2016,550000
1197,81.86,18.9,2019,550000
1496,88.7,17.6,2011,345000
2494,102.0,12.8,2012,610000
2359,198.25,13.44,2012,525000
1497,116.3,16.8,2016,825000
2179,147.94,14.1,2015,503000
1582,126.32,22.32,2013,520000
1461,108.45,19.01,2012,350000
2179,120.0,11.79,2009,365000
2498,105.0,16.55,2017,780000
1248,74.0,23.4,2012,625000
1197,81.86,17.4,2019,585000
1248,88.5,24.3,2017,650000
1493,100.0,18.49,2016,625000
1498,98.6,25.8,2015,455000
1396,53.5,17.2,2011,100000
1199,88.7,18.2,2017,725000
998,67.04,23.1,2018,580000
2982,171.0,11.5,2011,975000
1396,52.8,17.88,2011,114999
2179,140.0,15.1,2012,500000
1248,91.72,20.5,2015,450000
1984,150.0,16.8,2018,2475000
1493,110.0,16.8,2007,212000
2179,138.1,11.57,2009,150000
1248,73.9,19.3,2010,315000
2523,63.0,13.6,2011,320000
1396,88.73,22.54,2017,800000
1248,92.3124958934112,19.3737698630137,2012,280000
1396,52.8,17.88,2007,55000
1197,82.85,18.5,2013,525000
1498,108.62,21.66,2017,700000
1248,74.0,28.4,2015,495000
2523,63.0,13.6,2011,380000
1198,86.8,19.4,2012,265000
998,67.1,18.9,2002,140000
1086,68.05,19.81,2017,385000
1120,70.0,24.0,2016,480000
1086,63.0,17.8,2007,110000
1461,65.0,21.03,2014,250000
1497,117.6,17.4,2019,1300000
2494,157.7,19.16,2016,2000000
1197,80.0,18.5,2010,210000
799,53.3,25.17,2016,260000
2494,100.57,12.99,2013,850000
1496,88.73,16.78,2017,625000
999,67.0,22.5,2018,300000
1248,74.0,22.9,2013,525000
1999,177.0,19.33,2017,3200000
1199,84.0,20.3,2017,525000
1186,73.97,24.0,2017,450000
1998,163.7,14.81,2015,450000
1968,188.0,17.01,2018,3975000
1248,88.76,20.77,2015,700000
936,57.6,25.44,2013,200000
1493,100.0,18.49,2017,655000
1493,113.4,17.8,2019,1575000
998,67.1,20.2,2012,260000
624,37.48,23.9,2015,80000
796,46.3,19.7,2010,160000
936,56.3,25.44,2014,185000
1495,94.0,13.2,2003,59000
1582,126.2,23.9,2017,850000
2487,214.56,22.37,2019,5150000
2609,116.6,12.7,2003,125000
1248,92.3124958934112,19.3737698630137,2005,95000
998,67.05,23.95,2018,350000
1197,81.86,18.9,2019,488999
1498,98.6,25.8,2014,450000
1582,126.2,19.67,2015,1300000
1199,88.76,19.0,2019,779000
1197,82.0,18.9,2016,400000
3604,280.0,9.5,2017,4100000
2967,241.4,13.22,2015,2700000
1995,190.0,16.78,2019,5500000
2179,138.1,14.0,2013,466000
1197,81.83,18.6,2017,700000
2489,95.0,13.0,2011,250000
998,67.1,20.92,2010,160000
1462,103.25,20.28,2019,1025000
1047,69.0,27.28,2018,540000
1197,81.8,21.21,2019,500000
1582,126.32,22.32,2012,450000
2179,140.0,16.0,2018,1050000
998,67.04,20.51,2018,432000
998,67.1,18.9,2011,240000
2494,100.6,12.99,2013,750000
2179,153.86,17.6,2017,1400000
796,46.3,19.7,2010,150000
1582,126.2,19.67,2015,1300000
2523,70.0,0.0,2020,679000
998,67.05,21.79,2013,225000
2494,100.6,12.99,2015,1400000
1396,70.0,23.57,2011,210000
1248,88.5,25.1,2018,950000
1396,52.8,17.88,2007,65000
1495,93.7,16.36,2011,250000
796,46.3,19.7,2005,85000
799,53.3,25.17,2016,265000
1248,88.5,28.09,2017,650000
1197,85.8,18.6,2013,420000
1197,82.0,19.1,2017,610000
1197,78.9,20.36,2014,348000
1086,68.05,19.81,2011,206000
2179,120.0,10.5,2003,300000
2982,171.0,11.5,2010,750000
1995,190.0,16.78,2019,5400000
1598,103.6,20.54,2010,320000
1493,82.0,13.1,2005,200000
999,75.0,18.78,2018,678000
1197,81.86,18.6,2019,700000
1196,73.0,15.37,2019,409999
1197,81.8,20.89,2018,525000
799,53.3,25.17,2018,335000
796,46.3,19.7,2011,148000
1498,98.96,23.0,2019,800000
1461,108.45,19.01,2012,320000
